date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:57:36	38584/38584	---M--	200	added ('OK')	image/jpeg	etag:%2296b8-57cc266fb49ef%22	http://ingridkuhn.com/themes/littleones_html/img/team2.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/team2.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:39	47272/47272	---M--	200	added ('OK')	image/jpeg	etag:%22b8a8-57cc26703d554%22	http://ingridkuhn.com/themes/littleones_html/img/team3.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/team3.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:40	46698/46698	---M--	200	added ('OK')	image/jpeg	etag:%22b66a-57cc267098a4f%22	http://ingridkuhn.com/themes/littleones_html/img/team4.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/team4.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:42	50230/50230	---M--	200	added ('OK')	image/jpeg	etag:%22c436-57cc2671161ef%22	http://ingridkuhn.com/themes/littleones_html/img/team5.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/team5.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:43	42288/42288	---M--	200	added ('OK')	image/png	etag:%22a530-57cc265b0b584%22	http://ingridkuhn.com/themes/littleones_html/img/boy2ornament.png	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/boy2ornament.png	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:47	47271/47271	---M--	200	added ('OK')	image/jpeg	etag:%22b8a7-57cc2656b30ab%22	http://ingridkuhn.com/themes/littleones_html/img/blogprev1.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/blogprev1.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:50	56535/56535	---M--	200	added ('OK')	image/jpeg	etag:%22dcd7-57cc26570e96b%22	http://ingridkuhn.com/themes/littleones_html/img/blogprev2.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/blogprev2.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:53	57919/57919	---M--	200	added ('OK')	image/jpeg	etag:%22e23f-57cc26580b0b8%22	http://ingridkuhn.com/themes/littleones_html/img/blogprev4.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/blogprev4.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:57:53	68993/68993	---M--	200	added ('OK')	image/jpeg	etag:%2210d81-57cc2657b5d2b%22	http://ingridkuhn.com/themes/littleones_html/img/blogprev3.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/blogprev3.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
19:58:01	67137/67137	---M--	200	added ('OK')	image/jpeg	etag:%2210641-57cc265f36f60%22	http://ingridkuhn.com/themes/littleones_html/img/gallery2.jpg	C:/My%20Web%20Sites/daffodilsschool/ingridkuhn.com/themes/littleones_html/img/gallery2.jpg	(from http://ingridkuhn.com/themes/littleones_html/)
